"observedNfeeds" "observedhours" "relatedness2brood" "socialgroupID" "broodID" "massChange"
"902" 20 12.7 0.5 "ofq" "ofq0802" 0.2
"903" 22 12.7 0.25 "ofq" "ofq0802" 0.18
"904" 29 12.7 0.25 "ofq" "ofq0802" 0.24
"905" 15 12.7 0.5 "ofq" "ofq0802" 0.19
"906" 42 12.2 0.25 "ofq" "ofq0802" 0.29
"907" 35 12.2 0.25 "ofq" "ofq0802" 0.49
"908" 34 12.2 0.5 "ofq" "ofq0802" 0.25
"909" 58 12.7 0.25 "ofq" "ofq0802" 0.03
"910" 38 12.7 0.25 "ofq" "ofq0802" 0.42
"911" 33 12.7 0.5 "ofq" "ofq0802" 0.3
"912" 35 12.7 0.25 "ofq" "ofq0802" 0.21
"913" 27 12.7 0.25 "ofq" "ofq0802" 0.25
"914" 31 12.7 0.5 "ofq" "ofq0802" 0.15
"915" 2 6.1 0.25 "ofq" "ofq0802" 0.16
"916" 3 6.1 0.25 "ofq" "ofq0802" 0.09
"917" 3 6.1 0.5 "ofq" "ofq0802" 0.15
"918" 16 10.1 0.5 "ofr_s" "ofr0703" -0.07
"919" 0 10.1 0 "ofr_s" "ofr0703" 0.28
"920" 11 9.2 0.5 "ofr_s" "ofr0703" 0.03
"921" 0 9.2 0 "ofr_s" "ofr0703" 0.09
"922" 17 7.5 0.5 "ofr_s" "ofr0703" 0.07
"923" 0 7.5 0 "ofr_s" "ofr0703" 0.15
"924" 40 13.2 0.5 "ofr_s" "ofr0703" 0.05
"925" 1 13.2 0 "ofr_s" "ofr0703" -0.02
"926" 31 13.1 0.5 "ofr_s" "ofr0703" 0.34
"927" 8 13.1 0 "ofr_s" "ofr0703" 0.11
"928" 24 12.2 0.5 "ofr_s" "ofr0703" 0.19
"929" 11 12.2 0 "ofr_s" "ofr0703" 0.11
"930" 51 11.7 0.5 "ofr_s" "ofr0802" 0.13
"931" 32 11.7 0.5 "ofr_s" "ofr0802" 0.03
"932" 27 11.7 0.5 "ofr_s" "ofr0802" 0.2
"933" 5 11.7 0 "ofr_s" "ofr0802" 0.16
"934" 9 11.7 0.25 "ofr_s" "ofr0802" 0.39
"935" 50 12.6 0.5 "ofr_s" "ofr0802" 0.32
"936" 26 12.6 0.5 "ofr_s" "ofr0802" 0.15
"937" 25 12.6 0.5 "ofr_s" "ofr0802" 0.04
"938" 0 12.6 0 "ofr_s" "ofr0802" -0.04
"939" 10 12.6 0.25 "ofr_s" "ofr0802" 0.11
"940" 50 8.4 0.25 "ofr_s" "ofs0801" -0.27
"941" 1 8.4 0 "ofr_s" "ofs0801" 0.22
"942" 25 8.4 0 "ofr_s" "ofs0801" 0.13
"943" 11 8.4 0 "ofr_s" "ofs0801" 0.19
"944" 21 10.6 0.25 "ofr_s" "ofs0801" 0.03
"945" 1 10.6 0 "ofr_s" "ofs0801" 0
"946" 0 10.6 0 "ofr_s" "ofs0801" 0.13
"947" 0 10.6 0 "ofr_s" "ofs0801" -0.1
"948" 34 11.1 0.25 "ofr_s" "ofs0801" 0.22
"949" 0 11.1 0 "ofr_s" "ofs0801" 0.02
"950" 0 11.1 0 "ofr_s" "ofs0801" 0.23
"951" 0 11.1 0 "ofr_s" "ofs0801" 0.19
"952" 24 10.8 0.25 "ofr_s" "ofs0801" 0.2
"953" 0 10.8 0 "ofr_s" "ofs0801" -0.05
"954" 0 10.8 0 "ofr_s" "ofs0801" 0.1
"955" 0 10.8 0 "ofr_s" "ofs0801" -0.16
"956" 30 10.3 0.25 "ofr_s" "ofs0801" 0.24
"957" 3 10.3 0 "ofr_s" "ofs0801" 0.16
"958" 1 10.3 0 "ofr_s" "ofs0801" -0.05
"959" 1 10.3 0 "ofr_s" "ofs0801" -0.01
"960" 31 5.3 0.25 "ofr_s" "ofs0801" -0.05
"961" 1 5.3 0 "ofr_s" "ofs0801" -0.16
"962" 3 5.3 0 "ofr_s" "ofs0801" 0.18
"963" 1 5.3 0 "ofr_s" "ofs0801" 0.4
"964" 50 11.5 0.25 "sfi" "sfi0801" 0.31
"965" 0 11.5 0 "sfi" "sfi0801" 0.05
"966" 40 8.3 0.25 "sfi" "sfi0801" 0.03
"967" 0 8.3 0 "sfi" "sfi0801" 0.23
"968" 25 6.4 0.25 "sfi" "sfi0801" 0.07
"969" 21 6.4 0 "sfi" "sfi0801" 0.22
"970" 27 7.7 0.25 "sfi" "sfi0801" -0.13
"971" 25 7.7 0 "sfi" "sfi0801" 0.05
"972" 29 9.3 0.25 "sfi" "sfi0801" 0.19
"973" 0 9.3 0 "sfi" "sfi0801" 0.26
"974" 41 11.5 0.25 "sfi" "sfi0801" 0.19
"975" 0 11.5 0 "sfi" "sfi0801" 0.23
"976" 21 8.4 0.5 "sfl" "sfl20801" 0.1
"977" 27 8.4 0.25 "sfl" "sfl20801" -0.07
"978" 13 8.4 0.5 "sfl" "sfl20801" 0.3
"979" 3 8.4 0.25 "sfl" "sfl20801" 0.03
"980" 31 6 0.5 "sfl" "sfl20801" 0.07
"981" 33 6 0.25 "sfl" "sfl20801" 0.3
"982" 16 6 0.5 "sfl" "sfl20801" 0.2
"983" 22 6 0.25 "sfl" "sfl20801" 0.14
"984" 48 11.8 0.5 "sfl" "sfl20801" 0.27
"985" 59 11.8 0.25 "sfl" "sfl20801" 0.03
"986" 38 11.8 0.5 "sfl" "sfl20801" 0.23
"987" 40 11.8 0.25 "sfl" "sfl20801" -0.06
"988" 27 6.6 0.5 "sfl" "sfl20801" -0.06
"989" 29 6.6 0.25 "sfl" "sfl20801" 0.03
"990" 31 6.6 0.5 "sfl" "sfl20801" 0.03
"991" 30 6.6 0.25 "sfl" "sfl20801" 0.22
"992" 39 9.5 0.5 "sfl" "sfl20801" -0.03
"993" 47 9.5 0.25 "sfl" "sfl20801" 0.09
"994" 36 9.5 0.5 "sfl" "sfl20801" 0.05
"995" 45 9.5 0.25 "sfl" "sfl20801" 0.25
"996" 14 4.4 0.5 "sfl" "sfl20801" 0.13
"997" 11 4.4 0.25 "sfl" "sfl20801" 0.16
"998" 0 4.4 0.5 "sfl" "sfl20801" 0.02
"999" 0 4.4 0.25 "sfl" "sfl20801" 0.11
"1000" 14 6.4 0.5 "sfl" "sfl20802" 0.08
"1001" 14 6.4 0.25 "sfl" "sfl20802" 0.2
"1002" 0 6.4 0.25 "sfl" "sfl20802" 0.21
"1003" 0 6.4 0.5 "sfl" "sfl20802" 0
"1004" 23 13.2 0.5 "sfl" "sfl20802" -0.35
"1005" 37 13.2 0.25 "sfl" "sfl20802" 0.13
"1006" 1 13.2 0.25 "sfl" "sfl20802" 0.18
"1007" 0 13.2 0.5 "sfl" "sfl20802" 0.1
"1008" 20 12.8 0.5 "sfl" "sfl20802" 0.05
"1009" 52 12.8 0.25 "sfl" "sfl20802" -0.14
"1010" 2 12.8 0.25 "sfl" "sfl20802" -0.07
"1011" 0 12.8 0.5 "sfl" "sfl20802" 0.19
"1012" 23 12.4 0.5 "sfl" "sfl20802" -0.16
"1013" 33 12.4 0.25 "sfl" "sfl20802" 0.19
"1014" 1 12.4 0.25 "sfl" "sfl20802" 0.16
"1015" 0 12.4 0.5 "sfl" "sfl20802" 0
"1016" 23 11.8 0.5 "sfl" "sfl20802" 0.18
"1017" 30 11.8 0.25 "sfl" "sfl20802" 0.33
"1018" 1 11.8 0.25 "sfl" "sfl20802" -0.23
"1019" 0 11.8 0.5 "sfl" "sfl20802" 0.01
"1020" 25 12.4 0.5 "sfl" "sfl20802" 0.06
"1021" 36 12.4 0.25 "sfl" "sfl20802" 0.03
"1022" 0 12.4 0.25 "sfl" "sfl20802" 0.24
"1023" 0 12.4 0.5 "sfl" "sfl20802" 0.02
"1024" 27 12.9 0.5 "sfl" "sfl20802" -0.04
"1025" 39 12.9 0.25 "sfl" "sfl20802" 0.02
"1026" 2 12.9 0.25 "sfl" "sfl20802" 0.21
"1027" 1 12.9 0.5 "sfl" "sfl20802" 0.34
"1028" 15 9.3 0.5 "sfl" "sfl20802" 0.1
"1029" 25 9.3 0.25 "sfl" "sfl20802" 0.05
"1030" 0 9.3 0.25 "sfl" "sfl20802" -0.03
"1031" 0 9.3 0.5 "sfl" "sfl20802" 0
"1032" 14 12.8 0.5 "sfl" "sfl20802" 0.26
"1033" 28 12.8 0.25 "sfl" "sfl20802" 0.25
"1034" 9 12.8 0.25 "sfl" "sfl20802" 0.18
"1035" 0 12.8 0.5 "sfl" "sfl20802" -0.04
"1036" 17 12.6 0.5 "sfl" "sfl20802" 0.55
"1037" 32 12.6 0.25 "sfl" "sfl20802" 0.11
"1038" 16 12.6 0.25 "sfl" "sfl20802" 0.02
"1039" 0 12.6 0.5 "sfl" "sfl20802" 0.08
"1040" 23 12.6 0.5 "sfl" "sfl20802" 0
"1041" 33 12.6 0.25 "sfl" "sfl20802" 0.17
"1042" 22 12.6 0.25 "sfl" "sfl20802" -0.04
"1043" 2 12.6 0.5 "sfl" "sfl20802" 0.19
"1044" 25 12 0.5 "sfl" "sfl20802" 0.38
"1045" 38 12 0.25 "sfl" "sfl20802" 0.13
"1046" 27 12 0.25 "sfl" "sfl20802" 0.14
"1047" 4 12 0.5 "sfl" "sfl20802" 0.04
"1048" 21 8.6 0.5 "sfl" "sfl20802" 0.15
"1049" 32 8.6 0.25 "sfl" "sfl20802" 0.26
"1050" 22 8.6 0.25 "sfl" "sfl20802" -0.14
"1051" 7 8.6 0.5 "sfl" "sfl20802" 0.04
"1052" 0 9.3 0 "sfl" "sfl30701" 0.18
"1053" 3 6.3 0 "sfl" "sfl30701" 0.21
"1054" 0 5.8 0 "sfl" "sfl30701" 0.12
"1055" 0 11.8 0 "sfl" "sfl30701" 0.18
"1056" 0 11.8 0 "sfl" "sfl30701" 0.26
"1057" 0 12.1 0 "sfl" "sfl30701" 0.04
"1058" 0 12.4 0 "sfl" "sfl30701" 0.22
"1059" 0 5.5 0 "sfl" "sfl30701" -0.11
"1060" 0 13.3 0 "sfl" "sfl30701" 0.15
"1061" 2 9.8 0 "sfl" "sfl30701" -0.09
"1062" 0 10.7 0 "sfl" "sfl30701" 0
"1063" 35 11.9 0.5 "sfn" "sfn0702" 0.32
"1064" 26 11.9 0.5 "sfn" "sfn0702" 0.38
"1065" 34 12.3 0.5 "sfn" "sfn0702" 0.18
"1066" 19 12.3 0.5 "sfn" "sfn0702" 0.38
"1067" 14 7.5 0.5 "sfn" "sfn0702" 0.08
"1068" 3 7.5 0.5 "sfn" "sfn0702" 0.34
"1069" 27 8.5 0.5 "sfn" "sfn0702" 0.05
"1070" 7 8.5 0.5 "sfn" "sfn0702" 0.42
"1071" 11 4.9 0.5 "sfn" "sfn0702" 0.33
"1072" 6 4.9 0.5 "sfn" "sfn0702" 0.13
"1073" 34 11.7 0.5 "sfn" "sfn0702" 0.33
"1074" 10 11.7 0.5 "sfn" "sfn0702" 0.17
"1075" 31 12.1 0.5 "sfn" "sfn0702" 0
"1076" 13 12.1 0.5 "sfn" "sfn0702" -0.24
"1077" 28 12 0.5 "sfn" "sfn0702" 0.54
"1078" 3 12 0.5 "sfn" "sfn0702" 0.34
"1079" 22 6.4 0.5 "sfn" "sfn0702" -0.11
"1080" 6 6.4 0.5 "sfn" "sfn0702" 0.14
"1081" 33 12.2 0.5 "sfn" "sfn0702" 0.11
"1082" 9 12.2 0.5 "sfn" "sfn0702" -0.01
"1083" 13 8.2 0.5 "sfn" "sfn0801" 0.38
"1084" 11 8.2 0.5 "sfn" "sfn0801" 0.04
"1085" 19 8.2 0.5 "sfn" "sfn0801" 0.08
"1086" 1 8.2 0.5 "sfn" "sfn0801" 0.11
"1087" 16 11.4 0.5 "sfn" "sfn0801" 0.1
"1088" 14 11.4 0.5 "sfn" "sfn0801" 0.13
"1089" 43 11.4 0.5 "sfn" "sfn0801" 0.24
"1090" 11 11.4 0.5 "sfn" "sfn0801" 0.18
"1091" 20 11.4 0.5 "sfn" "sfn0801" 0.39
"1092" 18 11.4 0.5 "sfn" "sfn0801" 0.43
"1093" 36 11.4 0.5 "sfn" "sfn0801" 0.09
"1094" 12 11.4 0.5 "sfn" "sfn0801" 0.08
"1095" 33 11.9 0.5 "sfn" "sfn0801" 0.37
"1096" 21 11.9 0.5 "sfn" "sfn0801" 0.27
"1097" 24 11.9 0.5 "sfn" "sfn0801" 0.4
"1098" 37 11.9 0.5 "sfn" "sfn0801" 0.43
"1099" 18 10.8 0.5 "sfn" "sfn0801" 0.16
"1100" 4 10.8 0.5 "sfn" "sfn0801" 0.42
"1101" 11 10.8 0.5 "sfn" "sfn0801" -0.26
"1102" 2 10.8 0.5 "sfn" "sfn0801" 0.24
"1103" 18 10.9 0.5 "sfn" "sfn0801" 0.2
"1104" 20 10.9 0.5 "sfn" "sfn0801" 0.19
"1105" 33 10.9 0.5 "sfn" "sfn0801" 0.31
"1106" 5 10.9 0.5 "sfn" "sfn0801" 0.19
"1107" 4 11.4 0.5 "sfn" "sfn0801" 0.24
"1108" 12 11.4 0.5 "sfn" "sfn0801" 0.14
"1109" 25 11.4 0.5 "sfn" "sfn0801" 0.24
"1110" 3 11.4 0.5 "sfn" "sfn0801" 0.21
"1111" 16 11.4 0.5 "sfn" "sfn0801" 0.18
"1112" 14 11.4 0.5 "sfn" "sfn0801" 0.11
"1113" 28 11.4 0.5 "sfn" "sfn0801" 0.19
"1114" 0 11.4 0.5 "sfn" "sfn0801" 0.51
"1115" 27 8.8 0.25 "sfo" "sfo30801" 0.17
"1116" 38 8.8 0.25 "sfo" "sfo30801" 0.38
"1117" 35 8.8 0.25 "sfo" "sfo30801" 0
"1118" 0 8.8 0 "sfo" "sfo30801" 0.09
"1119" 37 4.4 0.25 "sfo" "sfo30801" -0.03
"1120" 26 4.4 0.25 "sfo" "sfo30801" 0.1
"1121" 33 4.4 0.25 "sfo" "sfo30801" 0.16
"1122" 0 4.4 0 "sfo" "sfo30801" 0.13
"1123" 68 11.8 0.25 "sfo" "sfo30801" 0.21
"1124" 48 11.8 0.25 "sfo" "sfo30801" 0.36
"1125" 54 11.8 0.25 "sfo" "sfo30801" 0.36
"1126" 13 11.8 0 "sfo" "sfo30801" 0.28
"1127" 73 11.7 0.25 "sfo" "sfo30801" 0.29
"1128" 50 11.7 0.25 "sfo" "sfo30801" 0.29
"1129" 58 11.7 0.25 "sfo" "sfo30801" 0.31
"1130" 21 11.7 0 "sfo" "sfo30801" -0.02
"1131" 65 9.6 0.25 "sfo" "sfo30801" 0.29
"1132" 48 9.6 0.25 "sfo" "sfo30801" 0.19
"1133" 42 9.6 0.25 "sfo" "sfo30801" 0.09
"1134" 30 9.6 0 "sfo" "sfo30801" 0.21
"1135" 2 10.4 0.25 "sfo" "sfo30801" 0.25
"1136" 1 10.4 0.25 "sfo" "sfo30801" 0
"1137" 2 10.4 0.25 "sfo" "sfo30801" 0.08
"1138" 0 10.4 0 "sfo" "sfo30801" 0.13
"1139" 5 6.1 0.25 "sfo" "sfo30801" 0.03
"1140" 0 6.1 0.25 "sfo" "sfo30801" 0.06
"1141" 21 6.1 0.25 "sfo" "sfo30801" 0.08
"1142" 0 6.1 0 "sfo" "sfo30801" 0.04
"1143" 25 8.2 0 "sfr_x" "sfr0801" 0.08
"1144" 37 11.4 0 "sfr_x" "sfr0801" -0.16
"1145" 27 9.2 0 "sfr_x" "sfr0801" 0.04
"1146" 68 11.2 0.5 "sfp_s_u" "sfu0801" 0.13
"1147" 22 11.2 0.5 "sfp_s_u" "sfu0801" 0.22
"1148" 52 11.2 0.5 "sfp_s_u" "sfu0801" 0.09
"1149" 54 11.5 0.5 "sfp_s_u" "sfu0801" -0.09
"1150" 21 11.5 0.5 "sfp_s_u" "sfu0801" 0.07
"1151" 50 11.5 0.5 "sfp_s_u" "sfu0801" 0.39
"1152" 62 11.4 0.5 "sfp_s_u" "sfu0801" 0.32
"1153" 30 11.4 0.5 "sfp_s_u" "sfu0801" 0.14
"1154" 45 11.4 0.5 "sfp_s_u" "sfu0801" 0.02
"1155" 64 11.6 0.5 "sfp_s_u" "sfu0801" 0.04
"1156" 21 11.6 0.5 "sfp_s_u" "sfu0801" 0.4
"1157" 49 11.6 0.5 "sfp_s_u" "sfu0801" 0.3
"1158" 75 11.5 0.5 "sfp_s_u" "sfu0801" 0.19
"1159" 37 11.5 0.5 "sfp_s_u" "sfu0801" 0.34
"1160" 64 11.5 0.5 "sfp_s_u" "sfu0801" 0.17
"1161" 48 11.5 0.5 "sfp_s_u" "sfu0801" 0.48
"1162" 45 11.5 0.5 "sfp_s_u" "sfu0801" 0.09
"1163" 63 11.5 0.5 "sfp_s_u" "sfu0801" -0.04
"1164" 37 9.1 0.5 "sfp_s_u" "sfu0801" -0.09
"1165" 29 9.1 0.5 "sfp_s_u" "sfu0801" 0.19
"1166" 9 9.1 0.5 "sfp_s_u" "sfu0801" 0.13
"1167" 53 11 0.5 "sfp_s_u" "sfu0801" 0.34
"1168" 34 11 0.5 "sfp_s_u" "sfu0801" -0.01
"1169" 22 11 0.5 "sfp_s_u" "sfu0801" 0.01
"1170" 32 7.6 0.5 "sfp_s_u" "sfu0801" 0.15
"1171" 21 7.6 0.5 "sfp_s_u" "sfu0801" 0.15
"1172" 16 7.6 0.5 "sfp_s_u" "sfu0801" 0.05
"1173" 32 12 0 "sfr_x" "sfx0702" 0.04
"1174" 40 12 0 "sfr_x" "sfx0702" 0.29
"1175" 29 11.9 0 "sfr_x" "sfx0702" 0.26
"1176" 45 11.9 0 "sfr_x" "sfx0702" 0.33
"1177" 22 12.2 0 "sfr_x" "sfx0702" 0.14
"1178" 34 12.2 0 "sfr_x" "sfx0702" 0.11
"1179" 22 12.7 0 "sfr_x" "sfx0702" 0.15
"1180" 33 12.7 0 "sfr_x" "sfx0702" 0.23
"1181" 23 11.6 0 "sfr_x" "sfx0702" 0.19
"1182" 28 11.6 0 "sfr_x" "sfx0702" 0.18
"1183" 24 5.4 0 "sfr_x" "sfx0702" 0.08
"1184" 17 5.4 0 "sfr_x" "sfx0702" 0.3
"1185" 47 12.1 0 "sfr_x" "sfx0702" 0.06
"1186" 46 12.1 0 "sfr_x" "sfx0702" -0.06
"1187" 39 12 0 "sfr_x" "sfx0702" 0.18
"1188" 42 12 0 "sfr_x" "sfx0702" -0.17
"1189" 44 12.3 0 "sfr_x" "sfx0702" 0.12
"1190" 47 12.3 0 "sfr_x" "sfx0702" 0.27
"1191" 44 9.6 0 "sfr_x" "sfx0702" 0.26
"1192" 41 9.6 0 "sfr_x" "sfx0702" 0.3
"1193" 21 5.9 0 "sfr_x" "sfx0801" 0.18
"1194" 3 5.9 0 "sfr_x" "sfx0801" 0.08
"1195" 22 5.2 0 "sfr_x" "sfx0801" 0.06
"1196" 1 5.2 0 "sfr_x" "sfx0801" 0.06
"1197" 44 12 0 "sfr_x" "sfx0801" 0.12
"1198" 0 12 0 "sfr_x" "sfx0801" 0.22
"1199" 37 11.7 0 "sfr_x" "sfx0801" 0.25
"1200" 2 11.7 0 "sfr_x" "sfx0801" -0.14
"1201" 41 11.5 0 "sfr_x" "sfx0801" 0.2
"1202" 0 11.5 0 "sfr_x" "sfx0801" 0.04
"1203" 36 11.5 0 "sfr_x" "sfx0801" 0.35
"1204" 3 11.5 0 "sfr_x" "sfx0801" -0.02
"1205" 33 11.4 0 "sfr_x" "sfx0801" 0.45
"1206" 2 11.4 0 "sfr_x" "sfx0801" 0.25
"1207" 30 10.4 0 "sfr_x" "sfx0801" 0.14
"1208" 1 10.4 0 "sfr_x" "sfx0801" 0.18
"1209" 29 11.7 0 "sfr_x" "sfx0801" 0.09
"1210" 0 11.7 0 "sfr_x" "sfx0801" 0.2
"1211" 16 12.3 0.5 "wfe" "wff0802" 0.22
"1212" 23 12.3 0.5 "wfe" "wff0802" 0.26
"1213" 19 12.2 0.5 "wfe" "wff0802" 0.23
"1214" 21 12.2 0.5 "wfe" "wff0802" 0.11
"1215" 17 12.3 0.5 "wfe" "wff0802" 0
"1216" 29 12.3 0.5 "wfe" "wff0802" 0.12
"1217" 3 8.3 0.5 "wfe" "wff0802" 0.15
"1218" 13 8.3 0.5 "wfe" "wff0802" 0
"1219" 15 7.5 0.25 "hsc_wfk" "wfk0702" 0.17
"1220" 0 7.5 0 "hsc_wfk" "wfk0702" 0.09
"1221" 26 12.3 0.25 "hsc_wfk" "wfk0702" 0.22
"1222" 0 12.3 0 "hsc_wfk" "wfk0702" 0.28
"1223" 29 12.1 0.25 "hsc_wfk" "wfk0702" 0.22
"1224" 0 12.1 0 "hsc_wfk" "wfk0702" -0.15
"1225" 33 11.9 0.25 "hsc_wfk" "wfk0702" 0.37
"1226" 0 11.9 0 "hsc_wfk" "wfk0702" 0.07
"1227" 29 12.1 0.25 "hsc_wfk" "wfk0702" 0.28
"1228" 0 12.1 0 "hsc_wfk" "wfk0702" 0.26
"1229" 28 11.4 0.25 "hsc_wfk" "wfk0702" 0.47
"1230" 0 11.4 0 "hsc_wfk" "wfk0702" 0.33
"1231" 28 8.6 0.25 "hsc_wfk" "wfk0702" 0.4
"1232" 13 8.6 0 "hsc_wfk" "wfk0702" 0.02
"1233" 16 8.9 0.25 "hsc_wfk" "wfk0702" 0.18
"1234" 4 8.9 0 "hsc_wfk" "wfk0702" 0.32
"1235" 47 11.8 0.25 "hsc_wfk" "wfk0702" 0.02
"1236" 0 11.8 0 "hsc_wfk" "wfk0702" 0.29
"1237" 50 12 0.25 "hsc_wfk" "wfk0702" 0.34
"1238" 0 12 0 "hsc_wfk" "wfk0702" 0.13
"1239" 43 12.1 0.25 "hsc_wfk" "wfk0702" 0.05
"1240" 0 12.1 0 "hsc_wfk" "wfk0702" 0.06
"1241" 37 11.9 0.25 "hsc_wfk" "wfk0702" 0.07
"1242" 0 11.9 0 "hsc_wfk" "wfk0702" 0.17
"1243" 32 11.9 0.25 "hsc_wfk" "wfk0702" 0.37
"1244" 0 11.9 0 "hsc_wfk" "wfk0702" 0.04
"1245" 16 9.7 0 "hsc_wfk" "wfk0802" 0.31
"1246" 0 12.7 0 "hsc_wfk" "wfk0802" 0.19
"1247" 0 12.8 0 "hsc_wfk" "wfk0802" 0.16
"1248" 1 12.2 0 "hsc_wfk" "wfk0802" 0.07
"1249" 19 12 0 "hsc_wfk" "wfk0802" 0.12
"1250" 29 12.5 0 "hsc_wfk" "wfk0802" 0.41
"1251" 28 13.2 0 "hsc_wfk" "wfk0802" -0.13
"1252" 35 12.9 0 "hsc_wfk" "wfk0802" -0.23
"1253" 33 12.2 0 "hsc_wfk" "wfk0802" 0.3
"1254" 30 12.5 0 "hsc_wfk" "wfk0802" 0.16
"1255" 31 12.9 0 "hsc_wfk" "wfk0802" 0.21
"1256" 36 13 0 "hsc_wfk" "wfk0802" -0.13
"1257" 34 12.9 0 "hsc_wfk" "wfk0802" 0.17
"1258" 20 13.1 0 "hsc_wfk" "wfk0802" 0.21
"1259" 15 7.1 0.25 "wfl" "wfl0802" 0.06
"1260" 16 7.1 0.25 "wfl" "wfl0802" -0.07
"1261" 10 6.1 0.25 "wfl" "wfl0802" -0.03
"1262" 14 6.1 0.25 "wfl" "wfl0802" -0.06
"1263" 24 12.1 0.25 "wfl" "wfl0802" 0.36
"1264" 30 12.1 0.25 "wfl" "wfl0802" 0.28
"1265" 16 12 0.25 "wfl" "wfl0802" 0.11
"1266" 21 12 0.25 "wfl" "wfl0802" 0.13
"1267" 38 12 0.25 "wfl" "wfl0802" 0.13
"1268" 34 12 0.25 "wfl" "wfl0802" -0.19
"1269" 26 12.3 0.25 "wfl" "wfl0802" 0.23
"1270" 33 12.3 0.25 "wfl" "wfl0802" -0.11
"1271" 16 12.3 0.25 "wfl" "wfl0802" 0.1
"1272" 14 12.3 0.25 "wfl" "wfl0802" 0.26
"1273" 19 12.3 0.25 "wfl" "wfl0802" 0.12
"1274" 31 12.3 0.25 "wfl" "wfl0802" 0.02
"1275" 21 12.1 0.25 "wfl" "wfl0802" 0.23
"1276" 38 12.1 0.25 "wfl" "wfl0802" -0.21
"1277" 19 12.1 0.25 "wfl" "wfl0802" -0.07
"1278" 40 12.1 0.25 "wfl" "wfl0802" 0.19
"1279" 31 4.9 0.25 "ofr_s" "ofs0701" -0.01
"1280" 64 10.9 0.25 "ofr_s" "ofs0701" 0.18
"1281" 59 11.1 0.25 "ofr_s" "ofs0701" 0.23
"1282" 73 10.8 0.25 "ofr_s" "ofs0701" 0.08
"1283" 43 8.5 0.25 "ofr_s" "ofs0701" -0.07
"1284" 2 11.3 0 "hsb" "hsb0701" 0.11
"1285" 31 11.3 0.5 "hsb" "hsb0701" -0.26
"1286" 0 11.7 0 "hsb" "hsb0701" 0.2
"1287" 17 11.7 0.5 "hsb" "hsb0701" 0.16
"1288" 33 11.5 0 "hsb" "hsb0701" 0.05
"1289" 6 11.5 0.5 "hsb" "hsb0701" -0.16
"1290" 33 11.6 0 "hsb" "hsb0701" 0.44
"1291" 6 11.6 0.5 "hsb" "hsb0701" 0.09
"1292" 2 6.2 0 "hsb" "hsb0701" -0.06
"1293" 0 6.2 0.5 "hsb" "hsb0701" 0.07
