"observedNfeeds" "observedhours" "relatedness2brood" "socialgroupID" "broodID" "massChange"
"445" 4 11.7 0.5 "efc_m" "efc0702" 0.26
"446" 0 11.7 0.5 "efc_m" "efc0702" 0.13
"447" 0 11.7 0 "efc_m" "efc0702" 0.36
"448" 10 12.1 0 "efc_m" "efc0702" 0.07
"449" 6 12.1 0.5 "efc_m" "efc0702" -0.19
"450" 14 12.1 0.5 "efc_m" "efc0702" 0.35
"451" 0 12.1 0 "efc_m" "efc0702" 0.26
"452" 9 12.9 0 "efc_m" "efc0702" 0.48
"453" 4 12.9 0.5 "efc_m" "efc0702" 0.17
"454" 4 12.9 0.5 "efc_m" "efc0702" 0.06
"455" 0 12.9 0 "efc_m" "efc0702" 0.17
"456" 12 13.1 0 "efc_m" "efc0702" 0.04
"457" 8 13.1 0.5 "efc_m" "efc0702" 0.19
"458" 13 13.1 0.5 "efc_m" "efc0702" 0.27
"459" 2 13.1 0 "efc_m" "efc0702" 0.05
"460" 6 12.9 0 "efc_m" "efc0702" -0.25
"461" 11 12.9 0.5 "efc_m" "efc0702" 0.28
"462" 20 12.9 0.5 "efc_m" "efc0702" 0.18
"463" 5 12.9 0 "efc_m" "efc0702" 0.16
"464" 16 13.1 0 "efc_m" "efc0702" 0.01
"465" 8 13.1 0.5 "efc_m" "efc0702" 0.15
"466" 15 13.1 0.5 "efc_m" "efc0702" 0
"467" 0 13.1 0 "efc_m" "efc0702" -0.01
"468" 15 12.7 0 "efc_m" "efc0702" 0.12
"469" 8 12.7 0.5 "efc_m" "efc0702" 0.32
"470" 29 12.7 0.5 "efc_m" "efc0702" 0.22
"471" 1 12.7 0 "efc_m" "efc0702" 0.26
"472" 5 5.1 0 "efc_m" "efc0702" 0.07
"473" 4 5.1 0.5 "efc_m" "efc0702" 0.19
"474" 11 5.1 0.5 "efc_m" "efc0702" 0.2
"475" 8 5.1 0 "efc_m" "efc0702" 0.44
"476" 55 11.8 0.5 "efc_m" "efc0801" 0.16
"477" 52 11.8 0.5 "efc_m" "efc0801" 0.15
"478" 59 11.4 0.5 "efc_m" "efc0801" 0
"479" 48 10.9 0.5 "efc_m" "efc0801" 0.39
"480" 60 11.3 0.5 "efc_m" "efc0801" 0.44
"481" 50 11.2 0.5 "efc_m" "efc0801" 0.35
"482" 54 11.2 0.5 "efc_m" "efc0801" 0.25
"483" 55 11.3 0.5 "efc_m" "efc0801" 0.41
"484" 39 9.9 0.5 "efc_m" "efc0801" 0.16
"485" 22 12 0.5 "efg_sfq" "efg0702" 0.25
"486" 59 12 0.5 "efg_sfq" "efg0702" -0.04
"487" 43 12 0.5 "efg_sfq" "efg0702" 0.01
"488" 27 12 0.5 "efg_sfq" "efg0702" 0.01
"489" 17 10.8 0.5 "efg_sfq" "efg0702" -0.07
"490" 40 10.8 0.5 "efg_sfq" "efg0702" 0.31
"491" 23 10.8 0.5 "efg_sfq" "efg0702" 0
"492" 14 10.8 0.5 "efg_sfq" "efg0702" 0.21
"493" 16 5.3 0.5 "efg_sfq" "efg0702" 0.06
"494" 9 5.3 0.5 "efg_sfq" "efg0702" 0.02
"495" 4 5.3 0.5 "efg_sfq" "efg0702" 0.35
"496" 0 5.3 0.5 "efg_sfq" "efg0702" -0.07
"497" 0 11.6 0.5 "efg_sfq" "efg0702" 0
"498" 0 11.6 0.5 "efg_sfq" "efg0702" 0.22
"499" 0 11.6 0.5 "efg_sfq" "efg0702" 0.22
"500" 0 11.6 0.5 "efg_sfq" "efg0702" 0.13
"501" 0 8.6 0.5 "efg_sfq" "efg0702" -0.01
"502" 0 8.6 0.5 "efg_sfq" "efg0702" 0.04
"503" 0 8.6 0.5 "efg_sfq" "efg0702" 0.1
"504" 0 8.6 0.5 "efg_sfq" "efg0702" 0.25
"505" 23 11.5 0.5 "efg_sfq" "efg0702" 0.21
"506" 57 11.5 0.5 "efg_sfq" "efg0702" 0.29
"507" 33 11.5 0.5 "efg_sfq" "efg0702" 0.01
"508" 16 11.5 0.5 "efg_sfq" "efg0702" 0.11
"509" 20 11.5 0.5 "efg_sfq" "efg0802" 0.04
"510" 15 11.5 0 "efg_sfq" "efg0802" 0.32
"511" 0 11.5 0 "efg_sfq" "efg0802" 0.03
"512" 26 10.4 0.5 "efg_sfq" "efg0802" -0.02
"513" 4 10.4 0 "efg_sfq" "efg0802" -0.07
"514" 0 10.4 0 "efg_sfq" "efg0802" 0.07
"515" 24 11.5 0.5 "efg_sfq" "efg0802" -0.14
"516" 8 11.5 0 "efg_sfq" "efg0802" 0.24
"517" 0 11.5 0 "efg_sfq" "efg0802" 0.26
"518" 31 11.9 0.5 "efg_sfq" "efg0802" -0.01
"519" 4 11.9 0 "efg_sfq" "efg0802" -0.07
"520" 0 11.9 0 "efg_sfq" "efg0802" 0.22
"521" 39 11.4 0.5 "efg_sfq" "efg0802" 0.1
"522" 16 11.4 0 "efg_sfq" "efg0802" 0.24
"523" 0 11.4 0 "efg_sfq" "efg0802" -0.1
"524" 49 9.5 0.5 "efg_sfq" "efg0802" -0.12
"525" 29 9.5 0 "efg_sfq" "efg0802" 0.42
"526" 0 9.5 0 "efg_sfq" "efg0802" -0.11
"527" 72 11.9 0.5 "efg_sfq" "efg0802" 0.11
"528" 37 11.9 0 "efg_sfq" "efg0802" 0
"529" 0 11.9 0 "efg_sfq" "efg0802" 0.05
"530" 60 11.5 0.5 "efg_sfq" "efg0802" 0.15
"531" 36 11.5 0 "efg_sfq" "efg0802" 0.14
"532" 0 11.5 0 "efg_sfq" "efg0802" 0.08
"533" 68 11.3 0.5 "efg_sfq" "efg0802" 0.22
"534" 21 11.3 0 "efg_sfq" "efg0802" 0.12
"535" 0 11.3 0 "efg_sfq" "efg0802" 0.2
"536" 57 11.1 0.5 "efg_sfq" "efg0802" 0.36
"537" 36 11.1 0 "efg_sfq" "efg0802" 0.08
"538" 6 11.1 0 "efg_sfq" "efg0802" 0.31
"539" 48 10.7 0.5 "efg_sfq" "efg0802" 0.3
"540" 12 10.7 0 "efg_sfq" "efg0802" 0.11
"541" 3 10.7 0 "efg_sfq" "efg0802" -0.07
"542" 72 11.8 0.5 "efg_sfq" "efg0802" 0.04
"543" 32 11.8 0 "efg_sfq" "efg0802" 0.07
"544" 31 11.8 0 "efg_sfq" "efg0802" -0.07
"545" 53 11.5 0.5 "efg_sfq" "efg0802" -0.04
"546" 36 11.5 0 "efg_sfq" "efg0802" 0.16
"547" 54 11.5 0 "efg_sfq" "efg0802" 0.11
"548" 44 12.6 0.5 "efg_sfq" "efg0802" 0.13
"549" 39 12.6 0 "efg_sfq" "efg0802" -0.06
"550" 52 12.6 0 "efg_sfq" "efg0802" 0.31
"551" 0 7.9 0 "efc_m" "efl0701" 0.38
"552" 0 7.9 0 "efc_m" "efl0701" 0.05
"553" 9 11.1 0 "efc_m" "efl0701" 0.06
"554" 2 11.1 0 "efc_m" "efl0701" 0.05
"555" 0 10.7 0 "efc_m" "efl0701" 0.17
"556" 0 10.7 0 "efc_m" "efl0701" 0.35
"557" 5 11.2 0 "efc_m" "efl0701" 0.01
"558" 7 11.2 0 "efc_m" "efl0701" 0.3
"559" 22 11.3 0 "efc_m" "efl0701" 0.05
"560" 2 11.3 0 "efc_m" "efl0701" 0.12
"561" 56 11.8 0.25 "efc_m" "efm0801" 0.29
"562" 30 11.8 0 "efc_m" "efm0801" -0.08
"563" 70 12 0.25 "efc_m" "efm0801" 0.23
"564" 33 12 0 "efc_m" "efm0801" 0.36
"565" 59 11.3 0.25 "efc_m" "efm0801" 0.27
"566" 29 11.3 0 "efc_m" "efm0801" 0.3
"567" 4 5.5 0.5 "efp" "efp0702" 0.07
"568" 0 5.5 0.5 "efp" "efp0702" 0.16
"569" 0 5.5 0.5 "efp" "efp0702" 0.14
"570" 0 5.5 0.5 "efp" "efp0702" 0.19
"571" 13 6.3 0.5 "efp" "efp0702" 0.14
"572" 2 6.3 0.5 "efp" "efp0702" 0.27
"573" 0 6.3 0.5 "efp" "efp0702" 0.25
"574" 3 6.3 0.5 "efp" "efp0702" 0.09
"575" 21 12.6 0.5 "efp" "efp0702" -0.01
"576" 8 12.6 0.5 "efp" "efp0702" 0.31
"577" 6 12.6 0.5 "efp" "efp0702" 0.18
"578" 13 12.6 0.5 "efp" "efp0702" 0.04
"579" 21 10.9 0.5 "efp" "efp0702" 0.41
"580" 5 10.9 0.5 "efp" "efp0702" -0.07
"581" 1 10.9 0.5 "efp" "efp0702" 0.06
"582" 7 10.9 0.5 "efp" "efp0702" 0.15
"583" 11 4.1 0.5 "efp" "efp0702" 0.21
"584" 1 4.1 0.5 "efp" "efp0702" 0.43
"585" 0 4.1 0.5 "efp" "efp0702" -0.03
"586" 3 4.1 0.5 "efp" "efp0702" 0.17
"587" 32 12.6 0.5 "efp" "efp0702" 0.21
"588" 0 12.6 0.5 "efp" "efp0702" 0.32
"589" 14 12.6 0.5 "efp" "efp0702" 0.38
"590" 33 12.6 0.5 "efp" "efp0702" 0.17
"591" 50 11.9 0.5 "efp" "efp0702" 0.03
"592" 25 11.9 0.5 "efp" "efp0702" 0.1
"593" 36 11.9 0.5 "efp" "efp0702" 0.33
"594" 34 11.9 0.5 "efp" "efp0702" 0.42
"595" 21 10.9 0.5 "efp" "efp0702" 0.28
"596" 0 10.9 0.5 "efp" "efp0702" 0.41
"597" 10 10.9 0.5 "efp" "efp0702" 0.18
"598" 11 10.9 0.5 "efp" "efp0702" 0.33
"599" 20 12.4 0.5 "efp" "efp0702" 0.36
"600" 6 12.4 0.5 "efp" "efp0702" 0.44
"601" 14 12.4 0.5 "efp" "efp0702" 0.34
"602" 9 12.4 0.5 "efp" "efp0702" 0.22
"603" 12 12.6 0.5 "efp" "efp0702" 0.45
"604" 0 12.6 0.5 "efp" "efp0702" -0.21
"605" 4 12.6 0.5 "efp" "efp0702" 0.16
"606" 3 12.6 0.5 "efp" "efp0702" 0.27
"607" 23 12.6 0.5 "efp" "efp0702" 0.04
"608" 7 12.6 0.5 "efp" "efp0702" 0.15
"609" 17 12.6 0.5 "efp" "efp0702" 0.44
"610" 10 12.6 0.5 "efp" "efp0702" 0.26
"611" 20 12.1 0.5 "efp" "efp0702" 0.2
"612" 3 12.1 0.5 "efp" "efp0702" 0.39
"613" 6 12.1 0.5 "efp" "efp0702" 0.14
"614" 3 12.1 0.5 "efp" "efp0702" 0.03
"615" 36 7.5 0.5 "efp" "efp0801" -0.02
"616" 30 7.5 0.5 "efp" "efp0801" 0.23
"617" 37 7.5 0.5 "efp" "efp0801" 0.34
"618" 2 7.5 0.5 "efp" "efp0801" 0.27
"619" 47 7.5 0.5 "efp" "efp0801" 0.09
"620" 32 7.5 0.5 "efp" "efp0801" 0.19
"621" 36 7.5 0.5 "efp" "efp0801" 0.18
"622" 36 7.5 0.25 "efp" "efp0801" 0.3
"623" 32 10.8 0.5 "efp" "efp0801" 0.37
"624" 50 10.8 0.5 "efp" "efp0801" 0.46
"625" 55 10.8 0.5 "efp" "efp0801" 0.49
"626" 9 10.8 0.5 "efp" "efp0801" 0.27
"627" 69 10.8 0.5 "efp" "efp0801" 0.37
"628" 50 10.8 0.5 "efp" "efp0801" 0.2
"629" 39 10.8 0.5 "efp" "efp0801" 0.18
"630" 55 10.8 0.25 "efp" "efp0801" 0.17
"631" 33 9.7 0.5 "efp" "efp0801" 0.41
"632" 59 9.7 0.5 "efp" "efp0801" 0.3
"633" 53 9.7 0.5 "efp" "efp0801" 0.38
"634" 8 9.7 0.5 "efp" "efp0801" 0.26
"635" 41 9.7 0.5 "efp" "efp0801" 0
"636" 67 9.7 0.5 "efp" "efp0801" 0.35
"637" 33 9.7 0.5 "efp" "efp0801" 0.3
"638" 0 9.7 0.25 "efp" "efp0801" 0.15
"639" 22 5.7 0.5 "efp" "efp0801" 0.2
"640" 30 5.7 0.5 "efp" "efp0801" 0.27
"641" 20 5.7 0.5 "efp" "efp0801" 0.33
"642" 33 5.7 0.5 "efp" "efp0801" 0.26
"643" 39 5.7 0.5 "efp" "efp0801" -0.07
"644" 18 5.7 0.5 "efp" "efp0801" 0.1
"645" 27 5.7 0.5 "efp" "efp0801" 0.18
"646" 0 5.7 0.25 "efp" "efp0801" -0.1
"647" 38 11.3 0.5 "efp" "efp0801" 0.54
"648" 51 11.3 0.5 "efp" "efp0801" 0.33
"649" 42 11.3 0.5 "efp" "efp0801" 0.23
"650" 53 11.3 0.5 "efp" "efp0801" 0.05
"651" 63 11.3 0.5 "efp" "efp0801" 0.46
"652" 8 11.3 0.5 "efp" "efp0801" 0.43
"653" 42 11.3 0.5 "efp" "efp0801" 0.42
"654" 0 11.3 0.25 "efp" "efp0801" 0.36
"655" 49 11 0.5 "efp" "efp0801" 0.14
"656" 66 11 0.5 "efp" "efp0801" 0.11
"657" 68 11 0.5 "efp" "efp0801" 0.3
"658" 59 11 0.5 "efp" "efp0801" 0.19
"659" 55 11 0.5 "efp" "efp0801" 0.12
"660" 0 11 0.5 "efp" "efp0801" 0.09
"661" 46 11 0.5 "efp" "efp0801" 0.22
"662" 0 11 0.25 "efp" "efp0801" -0.21
"663" 35 8.4 0.5 "efp" "efp0801" 0.06
"664" 55 8.4 0.5 "efp" "efp0801" -0.18
"665" 51 8.4 0.5 "efp" "efp0801" 0.19
"666" 35 8.4 0.5 "efp" "efp0801" 0.19
"667" 49 8.4 0.5 "efp" "efp0801" 0.09
"668" 0 8.4 0.5 "efp" "efp0801" 0.15
"669" 36 8.4 0.5 "efp" "efp0801" 0.15
"670" 0 8.4 0.25 "efp" "efp0801" 0.18
"671" 43 12.4 0.5 "efp" "efp0802" 0.09
"672" 33 12.4 0.5 "efp" "efp0802" 0.12
"673" 16 12.4 0.5 "efp" "efp0802" 0.16
"674" 45 12.4 0.5 "efp" "efp0802" 0.09
"675" 22 12.4 0.5 "efp" "efp0802" 0.15
"676" 41 12.4 0.5 "efp" "efp0802" 0.17
"677" 34 12.4 0.5 "efp" "efp0802" 0.24
"678" 17 12.4 0.5 "efp" "efp0802" 0.38
"679" 43 12.4 0.5 "efp" "efp0802" 0.34
"680" 22 12.4 0.5 "efp" "efp0802" 0.09
"681" 37 12.5 0.5 "efp" "efp0802" 0.17
"682" 34 12.5 0.5 "efp" "efp0802" 0.35
"683" 24 12.5 0.5 "efp" "efp0802" 0.25
"684" 36 12.5 0.5 "efp" "efp0802" 0.26
"685" 0 12.5 0.5 "efp" "efp0802" 0.32
"686" 39 12.4 0.5 "efp" "efp0802" 0.46
"687" 25 12.4 0.5 "efp" "efp0802" 0.07
"688" 21 12.4 0.5 "efp" "efp0802" 0.29
"689" 40 12.4 0.5 "efp" "efp0802" 0.37
"690" 0 12.4 0.5 "efp" "efp0802" 0.04
"691" 46 12 0.5 "efp" "efp0802" 0.37
"692" 41 12 0.5 "efp" "efp0802" 0.18
"693" 27 12 0.5 "efp" "efp0802" 0.12
"694" 48 12 0.5 "efp" "efp0802" 0.37
"695" 0 12 0.5 "efp" "efp0802" 0.24
"696" 52 12.4 0.5 "efp" "efp0802" -0.08
"697" 32 12.4 0.5 "efp" "efp0802" 0.29
"698" 23 12.4 0.5 "efp" "efp0802" 0.23
"699" 38 12.4 0.5 "efp" "efp0802" 0.11
"700" 0 12.4 0.5 "efp" "efp0802" 0.2
"701" 55 12.6 0.5 "efp" "efp0802" 0.32
"702" 37 12.6 0.5 "efp" "efp0802" 0.12
"703" 26 12.6 0.5 "efp" "efp0802" 0.27
"704" 49 12.6 0.5 "efp" "efp0802" -0.06
"705" 0 12.6 0.5 "efp" "efp0802" -0.03
"706" 18 5.9 0.5 "efp" "efp0802" 0.3
"707" 0 5.9 0.5 "efp" "efp0802" 0.31
"708" 0 5.9 0.5 "efp" "efp0802" 0.1
"709" 0 5.9 0.5 "efp" "efp0802" 0.04
"710" 0 5.9 0.5 "efp" "efp0802" 0.19
"711" 34 11.7 0.5 "efp" "efp0802" 0.25
"712" 7 11.7 0.5 "efp" "efp0802" 0.28
"713" 6 11.7 0.5 "efp" "efp0802" 0.22
"714" 0 11.7 0.5 "efp" "efp0802" 0.07
"715" 0 11.7 0.5 "efp" "efp0802" 0.33
"716" 42 11.8 0.5 "efp" "efp0802" 0.1
"717" 39 11.8 0.5 "efp" "efp0802" -0.19
"718" 27 11.8 0.5 "efp" "efp0802" 0.13
"719" 31 11.8 0.5 "efp" "efp0802" 0.21
"720" 0 11.8 0.5 "efp" "efp0802" 0.3
"721" 21 10.5 0.5 "efp" "efp0802" 0.08
"722" 9 10.5 0.5 "efp" "efp0802" 0.16
"723" 4 10.5 0.5 "efp" "efp0802" 0.19
"724" 41 10.5 0.5 "efp" "efp0802" 0.14
"725" 0 10.5 0.5 "efp" "efp0802" 0.41
"726" 40 11.8 0.5 "efp" "efp0802" 0.16
"727" 26 11.8 0.5 "efp" "efp0802" 0.38
"728" 14 11.8 0.5 "efp" "efp0802" 0.1
"729" 58 11.8 0.5 "efp" "efp0802" 0.19
"730" 0 11.8 0.5 "efp" "efp0802" 0.29
"731" 35 11.4 0.5 "efp" "efp0802" 0.37
"732" 26 11.4 0.5 "efp" "efp0802" 0.23
"733" 12 11.4 0.5 "efp" "efp0802" 0.53
"734" 42 11.4 0.5 "efp" "efp0802" 0.07
"735" 18 11.4 0.5 "efp" "efp0802" 0.15
"736" 10 4.5 0.5 "efp" "efp0802" 0.22
"737" 9 4.5 0.5 "efp" "efp0802" 0.08
"738" 10 4.5 0.5 "efp" "efp0802" 0.2
"739" 13 4.5 0.5 "efp" "efp0802" 0.34
"740" 9 4.5 0.5 "efp" "efp0802" 0.13
"741" 36 12.6 0.5 "efp" "efp0802" 0.29
"742" 36 12.6 0.5 "efp" "efp0802" 0.34
"743" 19 12.6 0.5 "efp" "efp0802" 0.14
"744" 40 12.6 0.5 "efp" "efp0802" 0.35
"745" 21 12.6 0.5 "efp" "efp0802" 0.33
"746" 0 7.5 0.5 "hsb" "hsb0703" -0.09
"747" 0 12.7 0.5 "hsb" "hsb0703" 0.17
"748" 5 12.4 0.5 "hsb" "hsb0703" 0.01
"749" 3 12.3 0.5 "hsb" "hsb0703" 0.03
"750" 5 13.7 0.5 "hsb" "hsb0703" 0.15
"751" 11 13.7 0.5 "hsb" "hsb0703" 0.28
"752" 1 13.4 0.5 "hsb" "hsb0703" 0.09
"753" 10 13.2 0.5 "hsb" "hsb0703" 0.25
"754" 14 12.7 0.5 "hsb" "hsb0703" 0.14
"755" 17 14 0.5 "hsb" "hsb0703" 0.12
"756" 16 14.1 0.5 "hsb" "hsb0703" 0.2
"757" 17 13.5 0.5 "hsb" "hsb0703" -0.08
"758" 0 13.8 0.5 "hsb" "hsb0703" 0.12
"759" 0 10 0.5 "hsb" "hsb0703" 0.23
"760" 0 13.9 0.5 "hsb" "hsb0703" 0.13
"761" 0 13.9 0.5 "hsb" "hsb0703" 0.09
"762" 0 13.2 0.5 "hsb" "hsb0703" 0.1
"763" 28 9.1 0.5 "hse_f" "hsf0701" 0.14
"764" 15 9.1 0.5 "hse_f" "hsf0701" 0.55
"765" 53 11.2 0.5 "hse_f" "hsf0701" 0.33
"766" 35 11.2 0.5 "hse_f" "hsf0701" 0.19
"767" 52 11.1 0.5 "hse_f" "hsf0701" -0.07
"768" 34 11.1 0.5 "hse_f" "hsf0701" -0.02
"769" 50 10.8 0.5 "hse_f" "hsf0701" 0.01
"770" 35 10.8 0.5 "hse_f" "hsf0701" 0
"771" 56 11.1 0.5 "hse_f" "hsf0701" 0.15
"772" 39 11.1 0.5 "hse_f" "hsf0701" 0.16
"773" 0 8.3 0.5 "hse_f" "hsf0702" 0.08
"774" 0 8.3 0.5 "hse_f" "hsf0702" 0.2
"775" 5 11.9 0.5 "hse_f" "hsf0702" 0.25
"776" 4 11.9 0.5 "hse_f" "hsf0702" 0.08
"777" 14 12 0.5 "hse_f" "hsf0702" 0.14
"778" 10 12 0.5 "hse_f" "hsf0702" 0.09
"779" 29 10.4 0.5 "hse_f" "hsf0702" 0.13
"780" 14 10.4 0.5 "hse_f" "hsf0702" 0.29
"781" 14 8.1 0.5 "hse_f" "hsf0702" 0.05
"782" 14 8.1 0.5 "hse_f" "hsf0702" 0
"783" 24 10.8 0.5 "hse_f" "hsf0702" 0.07
"784" 16 10.8 0.5 "hse_f" "hsf0702" 0.36
"785" 58 11.5 0.5 "nfa_b_c" "nfa0701" 0.11
"786" 60 11.5 0.5 "nfa_b_c" "nfa0701" 0.08
"787" 73 11.3 0.5 "nfa_b_c" "nfa0701" 0.24
"788" 76 11.3 0.5 "nfa_b_c" "nfa0701" 0.11
"789" 13 8.3 0.5 "nfa_b_c" "nfa0702" 0.15
"790" 0 6.6 0.5 "nfa_b_c" "nfa0702" -0.13
"791" 3 12.5 0.5 "nfa_b_c" "nfa0702" 0.03
"792" 1 13.4 0.5 "nfa_b_c" "nfa0702" 0.07
"793" 0 11.4 0.25 "nfa_b_c" "nfb0801" -0.1
"794" 0 11.4 0.25 "nfa_b_c" "nfb0801" 0.04
"795" 0 11.4 0.25 "nfa_b_c" "nfb0801" 0.13
"796" 0 11.4 0.25 "nfa_b_c" "nfb0801" 0.17
"797" 0 11.3 0.25 "nfa_b_c" "nfb0801" -0.23
"798" 0 11.3 0.25 "nfa_b_c" "nfb0801" 0.42
"799" 0 12 0.25 "nfa_b_c" "nfb0801" 0.16
"800" 0 12 0.25 "nfa_b_c" "nfb0801" 0.43
"801" 0 7.7 0.25 "nfa_b_c" "nfb0801" -0.08
"802" 0 7.7 0.25 "nfa_b_c" "nfb0801" 0.15
"803" 0 7.5 0.25 "nfa_b_c" "nfb0801" -0.26
"804" 0 7.5 0.25 "nfa_b_c" "nfb0801" 0
"805" 1 12.3 0.25 "nfa_b_c" "nfb0801" 0.28
"806" 0 12.3 0.25 "nfa_b_c" "nfb0801" 0.25
"807" 8 11.8 0.25 "nfa_b_c" "nfb0801" 0.13
"808" 0 11.8 0.25 "nfa_b_c" "nfb0801" 0.08
"809" 10 11.7 0.25 "nfa_b_c" "nfb0801" 0.3
"810" 26 11.7 0.25 "nfa_b_c" "nfb0801" 0.04
"811" 0 7.8 0.25 "nfa_b_c" "nfb0801" 0.41
"812" 5 7.8 0.25 "nfa_b_c" "nfb0801" 0.18
"813" 39 8.6 0.5 "nfh_i" "nfi0801" 0.03
"814" 38 8.6 0.5 "nfh_i" "nfi0801" 0.1
"815" 0 8.6 0 "nfh_i" "nfi0801" 0.27
"816" 0 8.6 0.5 "nfh_i" "nfi0801" 0.04
"817" 61 11.4 0.5 "nfh_i" "nfi0801" 0.15
"818" 42 11.4 0.5 "nfh_i" "nfi0801" 0.32
"819" 0 11.4 0 "nfh_i" "nfi0801" -0.03
"820" 0 11.4 0.5 "nfh_i" "nfi0801" -0.01
"821" 47 11.2 0.5 "nfh_i" "nfi0801" 0.31
"822" 48 11.2 0.5 "nfh_i" "nfi0801" 0.32
"823" 5 11.2 0 "nfh_i" "nfi0801" 0.17
"824" 0 11.2 0.5 "nfh_i" "nfi0801" 0.11
"825" 33 4.2 0.5 "nfh_i" "nfi0801" -0.08
"826" 21 4.2 0.5 "nfh_i" "nfi0801" 0.09
"827" 2 4.2 0 "nfh_i" "nfi0801" 0.15
"828" 6 4.2 0.5 "nfh_i" "nfi0801" -0.15
"829" 56 11.2 0.5 "nfh_i" "nfi0801" 0.11
"830" 61 11.2 0.5 "nfh_i" "nfi0801" -0.03
"831" 14 11.2 0 "nfh_i" "nfi0801" 0.17
"832" 69 11.2 0.5 "nfh_i" "nfi0801" -0.01
"833" 42 11.4 0.5 "nfh_i" "nfi0801" 0.14
"834" 46 11.4 0.5 "nfh_i" "nfi0801" 0.29
"835" 28 11.4 0 "nfh_i" "nfi0801" 0.2
"836" 71 11.4 0.5 "nfh_i" "nfi0801" 0.08
"837" 14 6.4 0.5 "nfh_i" "nfi0801" -0.06
"838" 3 6.4 0.5 "nfh_i" "nfi0801" 0.12
"839" 0 6.4 0 "nfh_i" "nfi0801" 0.16
"840" 0 6.4 0.5 "nfh_i" "nfi0801" 0.3
"841" 21 10.1 0.5 "nfh_i" "nfi0801" 0.37
"842" 10 10.1 0.5 "nfh_i" "nfi0801" 0.22
"843" 0 10.1 0 "nfh_i" "nfi0801" 0.15
"844" 0 10.1 0.5 "nfh_i" "nfi0801" 0.04
"845" 31 11.6 0.5 "nfh_i" "nfj20801" 0.28
"846" 0 11.6 0 "nfh_i" "nfj20801" 0.35
"847" 36 11.6 0.5 "nfh_i" "nfj20801" 0.14
"848" 2 11.6 0 "nfh_i" "nfj20801" 0.18
"849" 47 12.2 0.5 "nfh_i" "nfj20801" 0.28
"850" 3 12.2 0 "nfh_i" "nfj20801" 0.06
"851" 45 10.7 0.5 "nfh_i" "nfj20801" 0.13
"852" 2 10.7 0 "nfh_i" "nfj20801" 0.32
"853" 45 12 0.25 "ofq" "ofq0702" 0.17
"854" 37 12 0.25 "ofq" "ofq0702" 0.08
"855" 41 12.2 0.25 "ofq" "ofq0702" 0.13
"856" 32 12 0.25 "ofq" "ofq0702" 0.15
"857" 30 12.4 0.25 "ofq" "ofq0702" 0.07
"858" 6 11.6 0.25 "ofq" "ofq0702" 0.24
"859" 30 12.4 0.25 "ofq" "ofq0702" 0.33
"860" 11 5.7 0.25 "ofq" "ofq0702" -0.09
"861" 24 12.3 0.25 "ofq" "ofq0702" 0.25
"862" 35 12 0.25 "ofq" "ofq0702" 0.24
"863" 38 12 0.25 "ofq" "ofq0702" -0.05
"864" 31 11.8 0.5 "ofq" "ofq0801" 0.17
"865" 49 11.8 0.25 "ofq" "ofq0801" 0.16
"866" 56 11.8 0.25 "ofq" "ofq0801" 0.48
"867" 20 11.1 0.5 "ofq" "ofq0801" 0.47
"868" 1 11.1 0.25 "ofq" "ofq0801" 0.3
"869" 22 5 0.5 "ofq" "ofq0801" 0.07
"870" 31 5 0.25 "ofq" "ofq0801" 0.38
"871" 42 11.4 0.5 "ofq" "ofq0801" 0.21
"872" 47 11.4 0.25 "ofq" "ofq0801" 0.07
"873" 13 11.9 0.25 "ofq" "ofq0802" 0.12
"874" 0 11.9 0.25 "ofq" "ofq0802" -0.01
"875" 0 11.9 0.5 "ofq" "ofq0802" 0.26
"876" 17 12.4 0.25 "ofq" "ofq0802" -0.07
"877" 0 12.4 0.25 "ofq" "ofq0802" 0.4
"878" 0 12.4 0.5 "ofq" "ofq0802" 0.27
"879" 18 12.1 0.25 "ofq" "ofq0802" 0.22
"880" 0 12.1 0.25 "ofq" "ofq0802" 0.15
"881" 0 12.1 0.5 "ofq" "ofq0802" 0.37
"882" 23 11.7 0.25 "ofq" "ofq0802" 0.48
"883" 1 11.7 0.25 "ofq" "ofq0802" 0.24
"884" 0 11.7 0.5 "ofq" "ofq0802" 0.02
"885" 29 11 0.25 "ofq" "ofq0802" 0.03
"886" 4 11 0.25 "ofq" "ofq0802" 0.21
"887" 9 11 0.5 "ofq" "ofq0802" 0.3
"888" 32 12.7 0.25 "ofq" "ofq0802" 0.13
"889" 19 12.7 0.25 "ofq" "ofq0802" 0.1
"890" 13 12.7 0.5 "ofq" "ofq0802" 0.11
"891" 29 12.6 0.25 "ofq" "ofq0802" 0.06
"892" 15 12.6 0.25 "ofq" "ofq0802" 0.25
"893" 24 12.6 0.5 "ofq" "ofq0802" 0.09
"894" 36 12.6 0.25 "ofq" "ofq0802" 0.18
"895" 31 12.6 0.25 "ofq" "ofq0802" -0.04
"896" 30 12.6 0.5 "ofq" "ofq0802" -0.07
"897" 34 12.9 0.25 "ofq" "ofq0802" 0.14
"898" 39 12.9 0.25 "ofq" "ofq0802" 0.17
"899" 31 12.9 0.5 "ofq" "ofq0802" 0.07
"900" 29 12.7 0.25 "ofq" "ofq0802" 0.32
"901" 38 12.7 0.25 "ofq" "ofq0802" 0.07
